subgraph,query_time_class,count
<http://www.wikidata.org/entity/Q187971>,4_1s_to_10s,2248
<http://www.wikidata.org/entity/Q5084>,2_10ms_to_100ms,35155
<http://www.wikidata.org/entity/Q55850593>,2_10ms_to_100ms,15239
<http://www.wikidata.org/entity/Q104093746>,1_less_10ms,24
<http://www.wikidata.org/entity/Q8436>,1_less_10ms,192
<http://www.wikidata.org/entity/Q202444>,3_100ms_to_1s,16100
<http://www.wikidata.org/entity/Q121117>,2_10ms_to_100ms,5134
<http://www.wikidata.org/entity/Q9842>,1_less_10ms,666
<http://www.wikidata.org/entity/Q25379>,5_more_10s,392
<http://www.wikidata.org/entity/Q3464665>,3_100ms_to_1s,29209
<http://www.wikidata.org/entity/Q179700>,3_100ms_to_1s,19605
<http://www.wikidata.org/entity/Q4830453>,4_1s_to_10s,40746
<http://www.wikidata.org/entity/Q3957>,5_more_10s,659
<http://www.wikidata.org/entity/Q3558970>,5_more_10s,72
<http://www.wikidata.org/entity/Q16970>,2_10ms_to_100ms,292348
<http://www.wikidata.org/entity/Q40080>,4_1s_to_10s,5689
<http://www.wikidata.org/entity/Q852190>,4_1s_to_10s,1070
<http://www.wikidata.org/entity/Q740445>,5_more_10s,11
<http://www.wikidata.org/entity/Q15243209>,4_1s_to_10s,18977
<http://www.wikidata.org/entity/Q26267864>,2_10ms_to_100ms,9819
<http://www.wikidata.org/entity/Q5707594>,4_1s_to_10s,549
<http://www.wikidata.org/entity/Q15221623>,4_1s_to_10s,469
<http://www.wikidata.org/entity/Q459297>,5_more_10s,2
<http://www.wikidata.org/entity/Q5358913>,1_less_10ms,9
<http://www.wikidata.org/entity/Q17343829>,1_less_10ms,1053
<http://www.wikidata.org/entity/Q7278>,3_100ms_to_1s,62636
<http://www.wikidata.org/entity/Q96739634>,2_10ms_to_100ms,101
<http://www.wikidata.org/entity/Q163740>,3_100ms_to_1s,110087
<http://www.wikidata.org/entity/Q1505023>,2_10ms_to_100ms,59
<http://www.wikidata.org/entity/Q17633526>,2_10ms_to_100ms,4024
<http://www.wikidata.org/entity/Q2042028>,2_10ms_to_100ms,1941
<http://www.wikidata.org/entity/Q39614>,3_100ms_to_1s,28492
<http://www.wikidata.org/entity/Q751876>,2_10ms_to_100ms,36405
<http://www.wikidata.org/entity/Q11032>,2_10ms_to_100ms,135237
<http://www.wikidata.org/entity/Q23397>,5_more_10s,334
<http://www.wikidata.org/entity/Q7889>,3_100ms_to_1s,105217
<http://www.wikidata.org/entity/Q11755880>,2_10ms_to_100ms,6087
<http://www.wikidata.org/entity/Q46190676>,1_less_10ms,56
<http://www.wikidata.org/entity/Q9842>,5_more_10s,145
<http://www.wikidata.org/entity/Q40080>,1_less_10ms,309
<http://www.wikidata.org/entity/Q26895936>,4_1s_to_10s,160
<http://www.wikidata.org/entity/Q19692072>,4_1s_to_10s,218
<http://www.wikidata.org/entity/Q23397>,1_less_10ms,1498
<http://www.wikidata.org/entity/Q3957>,1_less_10ms,2514
<http://www.wikidata.org/entity/Q100532807>,1_less_10ms,3
<http://www.wikidata.org/entity/Q5084>,1_less_10ms,762
<http://www.wikidata.org/entity/Q21014462>,2_10ms_to_100ms,8856
<http://www.wikidata.org/entity/Q735428>,5_more_10s,41
<http://www.wikidata.org/entity/Q3957>,3_100ms_to_1s,102825
<http://www.wikidata.org/entity/Q202444>,1_less_10ms,13395
<http://www.wikidata.org/entity/Q585956>,1_less_10ms,89
<http://www.wikidata.org/entity/Q898273>,4_1s_to_10s,73
<http://www.wikidata.org/entity/Q22808320>,3_100ms_to_1s,48651
<http://www.wikidata.org/entity/Q1504425>,3_100ms_to_1s,2020
<http://www.wikidata.org/entity/Q174782>,5_more_10s,360
<http://www.wikidata.org/entity/Q1302249>,3_100ms_to_1s,1222
<http://www.wikidata.org/entity/Q12280>,2_10ms_to_100ms,16080
<http://www.wikidata.org/entity/Q10870555>,3_100ms_to_1s,2504
<http://www.wikidata.org/entity/Q10429085>,1_less_10ms,1
<http://www.wikidata.org/entity/Q50386450>,4_1s_to_10s,806
<http://www.wikidata.org/entity/Q79007>,5_more_10s,341
<http://www.wikidata.org/entity/Q9842>,2_10ms_to_100ms,23632
<http://www.wikidata.org/entity/Q13406463>,1_less_10ms,5085
<http://www.wikidata.org/entity/Q21014462>,1_less_10ms,269
<http://www.wikidata.org/entity/Q1238720>,4_1s_to_10s,94
<http://www.wikidata.org/entity/Q34038>,1_less_10ms,261
<http://www.wikidata.org/entity/Q8436>,2_10ms_to_100ms,25368
<http://www.wikidata.org/entity/Q174782>,3_100ms_to_1s,35434
<http://www.wikidata.org/entity/Q1002697>,3_100ms_to_1s,25492
<http://www.wikidata.org/entity/Q7278>,1_less_10ms,1454
<http://www.wikidata.org/entity/Q39816>,4_1s_to_10s,4407
<http://www.wikidata.org/entity/Q3305213>,5_more_10s,6517
<http://www.wikidata.org/entity/Q96739634>,4_1s_to_10s,88
<http://www.wikidata.org/entity/Q18918145>,3_100ms_to_1s,1996
<http://www.wikidata.org/entity/Q23058136>,5_more_10s,62
<http://www.wikidata.org/entity/Q13433827>,5_more_10s,121
<http://www.wikidata.org/entity/Q8436>,4_1s_to_10s,4532
<http://www.wikidata.org/entity/Q163740>,4_1s_to_10s,9719
<http://www.wikidata.org/entity/Q17018380>,3_100ms_to_1s,2129
<http://www.wikidata.org/entity/Q40231>,1_less_10ms,252
<http://www.wikidata.org/entity/Q16917>,1_less_10ms,496
<http://www.wikidata.org/entity/Q106006703>,4_1s_to_10s,64
<http://www.wikidata.org/entity/Q99045339>,1_less_10ms,4
<http://www.wikidata.org/entity/Q8054>,4_1s_to_10s,2724
<http://www.wikidata.org/entity/Q1260524>,4_1s_to_10s,114
<http://www.wikidata.org/entity/Q726>,4_1s_to_10s,1165
<http://www.wikidata.org/entity/Q15773317>,5_more_10s,279
<http://www.wikidata.org/entity/Q11755880>,3_100ms_to_1s,3085
<http://www.wikidata.org/entity/Q277338>,1_less_10ms,140
<http://www.wikidata.org/entity/Q13100073>,2_10ms_to_100ms,52007
<http://www.wikidata.org/entity/Q21014462>,3_100ms_to_1s,2191
<http://www.wikidata.org/entity/Q21672098>,1_less_10ms,645
<http://www.wikidata.org/entity/Q11879590>,5_more_10s,1548
<http://www.wikidata.org/entity/Q47150325>,2_10ms_to_100ms,14665
<http://www.wikidata.org/entity/Q24046192>,4_1s_to_10s,135
<http://www.wikidata.org/entity/Q15303838>,5_more_10s,116
<http://www.wikidata.org/entity/Q1516079>,1_less_10ms,139
<http://www.wikidata.org/entity/Q17633526>,5_more_10s,20
<http://www.wikidata.org/entity/Q163740>,2_10ms_to_100ms,100139
<http://www.wikidata.org/entity/Q18340514>,2_10ms_to_100ms,350197
<http://www.wikidata.org/entity/Q4830453>,1_less_10ms,18618
<http://www.wikidata.org/entity/Q61443650>,4_1s_to_10s,129
<http://www.wikidata.org/entity/Q191067>,2_10ms_to_100ms,28229
<http://www.wikidata.org/entity/Q7321974>,3_100ms_to_1s,424
<http://www.wikidata.org/entity/Q15221623>,1_less_10ms,271
<http://www.wikidata.org/entity/Q7278>,4_1s_to_10s,8973
<http://www.wikidata.org/entity/Q15647814>,2_10ms_to_100ms,3188
<http://www.wikidata.org/entity/Q41253>,1_less_10ms,503
<http://www.wikidata.org/entity/Q2231510>,4_1s_to_10s,185
<http://www.wikidata.org/entity/Q131681>,3_100ms_to_1s,17213
<http://www.wikidata.org/entity/Q489357>,2_10ms_to_100ms,2823
<http://www.wikidata.org/entity/Q56436498>,1_less_10ms,514
<http://www.wikidata.org/entity/Q23397>,2_10ms_to_100ms,81079
<http://www.wikidata.org/entity/Q166735>,4_1s_to_10s,1335
<http://www.wikidata.org/entity/Q29023906>,1_less_10ms,56
<http://www.wikidata.org/entity/Q192287>,4_1s_to_10s,9204
<http://www.wikidata.org/entity/Q773668>,1_less_10ms,474
<http://www.wikidata.org/entity/Q6503489>,2_10ms_to_100ms,663
<http://www.wikidata.org/entity/Q34442>,1_less_10ms,1522
<http://www.wikidata.org/entity/Q1529096>,3_100ms_to_1s,10400
<http://www.wikidata.org/entity/Q3558970>,1_less_10ms,782
<http://www.wikidata.org/entity/Q65954115>,4_1s_to_10s,330
<http://www.wikidata.org/entity/Q106006703>,2_10ms_to_100ms,18
<http://www.wikidata.org/entity/Q21198342>,1_less_10ms,2609
<http://www.wikidata.org/entity/Q81505329>,3_100ms_to_1s,724
<http://www.wikidata.org/entity/Q2514025>,5_more_10s,51
<http://www.wikidata.org/entity/Q16560>,3_100ms_to_1s,24897
<http://www.wikidata.org/entity/Q13433827>,2_10ms_to_100ms,15269
<http://www.wikidata.org/entity/Q1577547>,1_less_10ms,29
<http://www.wikidata.org/entity/Q585956>,2_10ms_to_100ms,1739
<http://www.wikidata.org/entity/Q253019>,2_10ms_to_100ms,46071
<http://www.wikidata.org/entity/Q105543609>,3_100ms_to_1s,59773
<http://www.wikidata.org/entity/Q56436498>,5_more_10s,37
<http://www.wikidata.org/entity/Q104093746>,2_10ms_to_100ms,1445
<http://www.wikidata.org/entity/Q21573182>,4_1s_to_10s,3313
<http://www.wikidata.org/entity/Q47150325>,3_100ms_to_1s,636
<http://www.wikidata.org/entity/Q123705>,5_more_10s,384
<http://www.wikidata.org/entity/Q9842>,3_100ms_to_1s,80407
<http://www.wikidata.org/entity/Q13442814>,1_less_10ms,30027
<http://www.wikidata.org/entity/Q17018380>,5_more_10s,15
<http://www.wikidata.org/entity/Q618779>,2_10ms_to_100ms,108921
<http://www.wikidata.org/entity/Q4830453>,5_more_10s,25820
<http://www.wikidata.org/entity/Q15303838>,4_1s_to_10s,6379
<http://www.wikidata.org/entity/Q634099>,3_100ms_to_1s,2101
<http://www.wikidata.org/entity/Q4022>,2_10ms_to_100ms,205493
<http://www.wikidata.org/entity/Q19389637>,3_100ms_to_1s,2821
<http://www.wikidata.org/entity/Q61443690>,5_more_10s,1
<http://www.wikidata.org/entity/Q11755880>,4_1s_to_10s,3293
<http://www.wikidata.org/entity/Q17633526>,4_1s_to_10s,440
<http://www.wikidata.org/entity/Q50386450>,3_100ms_to_1s,1212
<http://www.wikidata.org/entity/Q327333>,1_less_10ms,798
<http://www.wikidata.org/entity/Q67015940>,3_100ms_to_1s,26
<http://www.wikidata.org/entity/Q740445>,4_1s_to_10s,3127
<http://www.wikidata.org/entity/Q15632617>,5_more_10s,534
<http://www.wikidata.org/entity/Q1302249>,5_more_10s,10
<http://www.wikidata.org/entity/Q65661087>,1_less_10ms,58
<http://www.wikidata.org/entity/Q55659107>,5_more_10s,1
<http://www.wikidata.org/entity/Q13442814>,3_100ms_to_1s,567475
<http://www.wikidata.org/entity/Q59542487>,4_1s_to_10s,320
<http://www.wikidata.org/entity/Q5084>,4_1s_to_10s,12354
<http://www.wikidata.org/entity/Q575759>,1_less_10ms,195
<http://www.wikidata.org/entity/Q15773317>,1_less_10ms,981
<http://www.wikidata.org/entity/Q2085381>,2_10ms_to_100ms,91578
<http://www.wikidata.org/entity/Q207524>,1_less_10ms,20
<http://www.wikidata.org/entity/Q783794>,2_10ms_to_100ms,50022
<http://www.wikidata.org/entity/Q54050>,1_less_10ms,570
<http://www.wikidata.org/entity/Q41253>,3_100ms_to_1s,22010
<http://www.wikidata.org/entity/Q838948>,4_1s_to_10s,6018
<http://www.wikidata.org/entity/Q1081138>,5_more_10s,72
<http://www.wikidata.org/entity/Q18127>,1_less_10ms,740
<http://www.wikidata.org/entity/Q751876>,4_1s_to_10s,10038
<http://www.wikidata.org/entity/Q737498>,5_more_10s,207
<http://www.wikidata.org/entity/Q125191>,3_100ms_to_1s,18091
<http://www.wikidata.org/entity/Q79007>,1_less_10ms,2546
<http://www.wikidata.org/entity/Q96739634>,3_100ms_to_1s,462
<http://www.wikidata.org/entity/Q39614>,1_less_10ms,786
<http://www.wikidata.org/entity/Q1134686>,1_less_10ms,386
<http://www.wikidata.org/entity/Q187685>,1_less_10ms,103
<http://www.wikidata.org/entity/Q106006703>,1_less_10ms,1
<http://www.wikidata.org/entity/Q735428>,1_less_10ms,299
<http://www.wikidata.org/entity/Q489357>,1_less_10ms,89
<http://www.wikidata.org/entity/Q847017>,1_less_10ms,252
<http://www.wikidata.org/entity/Q44613>,2_10ms_to_100ms,33907
<http://www.wikidata.org/entity/Q18127>,4_1s_to_10s,2658
<http://www.wikidata.org/entity/Q97695005>,4_1s_to_10s,33
<http://www.wikidata.org/entity/Q11424>,3_100ms_to_1s,2214706
<http://www.wikidata.org/entity/Q187971>,5_more_10s,13
<http://www.wikidata.org/entity/Q18918145>,4_1s_to_10s,441
<http://www.wikidata.org/entity/Q12323>,4_1s_to_10s,6562
<http://www.wikidata.org/entity/Q47461344>,4_1s_to_10s,7467
<http://www.wikidata.org/entity/Q253019>,5_more_10s,245
<http://www.wikidata.org/entity/Q4830453>,3_100ms_to_1s,1846326
<http://www.wikidata.org/entity/Q16887380>,3_100ms_to_1s,5587
<http://www.wikidata.org/entity/Q189004>,1_less_10ms,382
<http://www.wikidata.org/entity/Q12280>,4_1s_to_10s,5810
<http://www.wikidata.org/entity/Q61278455>,1_less_10ms,28
<http://www.wikidata.org/entity/Q102496>,3_100ms_to_1s,11025
<http://www.wikidata.org/entity/Q19855165>,2_10ms_to_100ms,5945
<http://www.wikidata.org/entity/Q1115575>,1_less_10ms,1425
<http://www.wikidata.org/entity/Q5707594>,5_more_10s,52
<http://www.wikidata.org/entity/Q427087>,4_1s_to_10s,93
<http://www.wikidata.org/entity/Q34023>,5_more_10s,12
<http://www.wikidata.org/entity/Q489357>,5_more_10s,32
<http://www.wikidata.org/entity/Q207524>,5_more_10s,22
<http://www.wikidata.org/entity/Q31855>,5_more_10s,468
<http://www.wikidata.org/entity/Q14860489>,5_more_10s,6
<http://www.wikidata.org/entity/Q166735>,2_10ms_to_100ms,2997
<http://www.wikidata.org/entity/Q1195098>,2_10ms_to_100ms,8315
<http://www.wikidata.org/entity/Q27555384>,3_100ms_to_1s,556
<http://www.wikidata.org/entity/Q35127>,3_100ms_to_1s,66896
<http://www.wikidata.org/entity/Q187971>,3_100ms_to_1s,3219
<http://www.wikidata.org/entity/Q23413>,4_1s_to_10s,12047
<http://www.wikidata.org/entity/Q107103143>,4_1s_to_10s,44
<http://www.wikidata.org/entity/Q25379>,2_10ms_to_100ms,89352
<http://www.wikidata.org/entity/Q4167410>,4_1s_to_10s,61567
<http://www.wikidata.org/entity/Q3947>,1_less_10ms,1649
<http://www.wikidata.org/entity/Q820477>,1_less_10ms,244
<http://www.wikidata.org/entity/Q67015883>,1_less_10ms,465
<http://www.wikidata.org/entity/Q2065736>,5_more_10s,179
<http://www.wikidata.org/entity/Q7889>,4_1s_to_10s,15804
<http://www.wikidata.org/entity/Q1504425>,4_1s_to_10s,509
<http://www.wikidata.org/entity/Q5358913>,3_100ms_to_1s,6500
<http://www.wikidata.org/entity/Q100532807>,4_1s_to_10s,13
<http://www.wikidata.org/entity/Q14350>,3_100ms_to_1s,29826
<http://www.wikidata.org/entity/Q2225692>,1_less_10ms,2834
<http://www.wikidata.org/entity/Q1195098>,3_100ms_to_1s,1605
<http://www.wikidata.org/entity/Q427087>,3_100ms_to_1s,358
<http://www.wikidata.org/entity/Q41298>,1_less_10ms,1154
<http://www.wikidata.org/entity/Q811979>,2_10ms_to_100ms,78849
<http://www.wikidata.org/entity/Q12308941>,5_more_10s,1375
<http://www.wikidata.org/entity/Q16521>,5_more_10s,3279
<http://www.wikidata.org/entity/Q7397>,2_10ms_to_100ms,59550
<http://www.wikidata.org/entity/Q121117>,4_1s_to_10s,210
<http://www.wikidata.org/entity/Q532>,2_10ms_to_100ms,504424
<http://www.wikidata.org/entity/Q814254>,1_less_10ms,269
<http://www.wikidata.org/entity/Q327333>,4_1s_to_10s,4588
<http://www.wikidata.org/entity/Q18663566>,3_100ms_to_1s,4981
<http://www.wikidata.org/entity/Q43460564>,2_10ms_to_100ms,941
<http://www.wikidata.org/entity/Q15416>,2_10ms_to_100ms,174110
<http://www.wikidata.org/entity/Q1348305>,4_1s_to_10s,886
<http://www.wikidata.org/entity/Q10429085>,3_100ms_to_1s,179
<http://www.wikidata.org/entity/Q49008>,5_more_10s,57
<http://www.wikidata.org/entity/Q5>,3_100ms_to_1s,28666168
<http://www.wikidata.org/entity/Q773668>,3_100ms_to_1s,11585
<http://www.wikidata.org/entity/Q11424>,2_10ms_to_100ms,2330423
<http://www.wikidata.org/entity/Q207524>,2_10ms_to_100ms,1473
<http://www.wikidata.org/entity/Q34023>,2_10ms_to_100ms,2867
<http://www.wikidata.org/entity/Q928830>,2_10ms_to_100ms,65683
<http://www.wikidata.org/entity/Q310890>,2_10ms_to_100ms,24342
<http://www.wikidata.org/entity/Q14204246>,1_less_10ms,927
<http://www.wikidata.org/entity/Q24529780>,4_1s_to_10s,1569
<http://www.wikidata.org/entity/Q2514025>,1_less_10ms,387
<http://www.wikidata.org/entity/Q67383935>,2_10ms_to_100ms,6425
<http://www.wikidata.org/entity/Q5707594>,3_100ms_to_1s,2209
<http://www.wikidata.org/entity/Q21198342>,3_100ms_to_1s,29055
<http://www.wikidata.org/entity/Q1577547>,5_more_10s,8
<http://www.wikidata.org/entity/Q18127>,3_100ms_to_1s,50554
<http://www.wikidata.org/entity/Q65661087>,2_10ms_to_100ms,1872
<http://www.wikidata.org/entity/Q126807>,3_100ms_to_1s,14353
<http://www.wikidata.org/entity/Q2514025>,3_100ms_to_1s,8054
<http://www.wikidata.org/entity/Q66826848>,3_100ms_to_1s,493
<http://www.wikidata.org/entity/Q618779>,3_100ms_to_1s,47982
<http://www.wikidata.org/entity/Q34038>,3_100ms_to_1s,8761
<http://www.wikidata.org/entity/Q7777570>,5_more_10s,75
<http://www.wikidata.org/entity/Q23925393>,2_10ms_to_100ms,3132
<http://www.wikidata.org/entity/Q8054>,1_less_10ms,2142
<http://www.wikidata.org/entity/Q11032>,4_1s_to_10s,2540
<http://www.wikidata.org/entity/Q18340514>,5_more_10s,439
<http://www.wikidata.org/entity/Q358>,1_less_10ms,172
<http://www.wikidata.org/entity/Q2996394>,3_100ms_to_1s,15661
<http://www.wikidata.org/entity/Q14204246>,4_1s_to_10s,10343
<http://www.wikidata.org/entity/Q55488>,5_more_10s,574
<http://www.wikidata.org/entity/Q12284>,4_1s_to_10s,10981
<http://www.wikidata.org/entity/Q7889>,5_more_10s,761
<http://www.wikidata.org/entity/Q40080>,2_10ms_to_100ms,18318
<http://www.wikidata.org/entity/Q18593264>,3_100ms_to_1s,4433
<http://www.wikidata.org/entity/Q26703203>,3_100ms_to_1s,1556
<http://www.wikidata.org/entity/Q2116450>,4_1s_to_10s,2699
<http://www.wikidata.org/entity/Q15416>,1_less_10ms,1298
<http://www.wikidata.org/entity/Q3947>,5_more_10s,118
<http://www.wikidata.org/entity/Q6881511>,4_1s_to_10s,16931
<http://www.wikidata.org/entity/Q420927>,2_10ms_to_100ms,663
<http://www.wikidata.org/entity/Q15632617>,2_10ms_to_100ms,222730
<http://www.wikidata.org/entity/Q1520033>,1_less_10ms,17
<http://www.wikidata.org/entity/Q2732840>,2_10ms_to_100ms,2153
<http://www.wikidata.org/entity/Q133056>,1_less_10ms,173
<http://www.wikidata.org/entity/Q28564>,4_1s_to_10s,10931
<http://www.wikidata.org/entity/Q5185279>,4_1s_to_10s,1486
<http://www.wikidata.org/entity/Q11424>,5_more_10s,117686
<http://www.wikidata.org/entity/Q21573182>,3_100ms_to_1s,3858
<http://www.wikidata.org/entity/Q1681353>,5_more_10s,3
<http://www.wikidata.org/entity/Q3957>,4_1s_to_10s,15501
<http://www.wikidata.org/entity/Q33506>,4_1s_to_10s,30802
<http://www.wikidata.org/entity/Q62447>,4_1s_to_10s,8777
<http://www.wikidata.org/entity/Q21198342>,2_10ms_to_100ms,175740
<http://www.wikidata.org/entity/Q3464665>,5_more_10s,140
<http://www.wikidata.org/entity/Q459297>,4_1s_to_10s,118
<http://www.wikidata.org/entity/Q23038290>,1_less_10ms,892
<http://www.wikidata.org/entity/Q179700>,5_more_10s,335
<http://www.wikidata.org/entity/Q210272>,1_less_10ms,405
<http://www.wikidata.org/entity/Q24354>,1_less_10ms,601
<http://www.wikidata.org/entity/Q34023>,4_1s_to_10s,2070
<http://www.wikidata.org/entity/Q65661087>,4_1s_to_10s,5529
<http://www.wikidata.org/entity/Q571>,2_10ms_to_100ms,260548
<http://www.wikidata.org/entity/Q29023906>,4_1s_to_10s,104
<http://www.wikidata.org/entity/Q15243209>,3_100ms_to_1s,105013
<http://www.wikidata.org/entity/Q47345468>,1_less_10ms,104
<http://www.wikidata.org/entity/Q2309609>,1_less_10ms,46
<http://www.wikidata.org/entity/Q842402>,4_1s_to_10s,3616
<http://www.wikidata.org/entity/Q67383935>,3_100ms_to_1s,56440
<http://www.wikidata.org/entity/Q5084>,3_100ms_to_1s,14800
<http://www.wikidata.org/entity/Q1577547>,4_1s_to_10s,586
<http://www.wikidata.org/entity/Q253019>,4_1s_to_10s,10639
<http://www.wikidata.org/entity/Q355304>,4_1s_to_10s,8562
<http://www.wikidata.org/entity/Q19389637>,4_1s_to_10s,351
<http://www.wikidata.org/entity/Q3914>,1_less_10ms,737
<http://www.wikidata.org/entity/Q61443690>,3_100ms_to_1s,720
<http://www.wikidata.org/entity/Q751876>,1_less_10ms,1131
<http://www.wikidata.org/entity/Q1195098>,1_less_10ms,103
<http://www.wikidata.org/entity/Q97695005>,1_less_10ms,1
<http://www.wikidata.org/entity/Q21199>,4_1s_to_10s,1915
<http://www.wikidata.org/entity/Q27686>,3_100ms_to_1s,45665
<http://www.wikidata.org/entity/Q35127>,2_10ms_to_100ms,93980
<http://www.wikidata.org/entity/Q13417114>,4_1s_to_10s,1367
<http://www.wikidata.org/entity/Q3231690>,2_10ms_to_100ms,68608
<http://www.wikidata.org/entity/Q11266439>,1_less_10ms,726
<http://www.wikidata.org/entity/Q7604686>,2_10ms_to_100ms,674
<http://www.wikidata.org/entity/Q19860854>,1_less_10ms,239
<http://www.wikidata.org/entity/Q1115575>,4_1s_to_10s,10083
<http://www.wikidata.org/entity/Q21672098>,4_1s_to_10s,8533
<http://www.wikidata.org/entity/Q24862>,4_1s_to_10s,1574
<http://www.wikidata.org/entity/Q1081138>,1_less_10ms,287
<http://www.wikidata.org/entity/Q4167836>,2_10ms_to_100ms,1249348
<http://www.wikidata.org/entity/Q101352>,4_1s_to_10s,295284
<http://www.wikidata.org/entity/Q7777570>,1_less_10ms,29
<http://www.wikidata.org/entity/Q124714>,5_more_10s,42
<http://www.wikidata.org/entity/Q39594>,2_10ms_to_100ms,35956
<http://www.wikidata.org/entity/Q19692072>,2_10ms_to_100ms,11848
<http://www.wikidata.org/entity/Q50386450>,5_more_10s,43
<http://www.wikidata.org/entity/Q10429085>,4_1s_to_10s,32
<http://www.wikidata.org/entity/Q86850539>,1_less_10ms,19
<http://www.wikidata.org/entity/Q47521>,4_1s_to_10s,10357
<http://www.wikidata.org/entity/Q634099>,2_10ms_to_100ms,11961
<http://www.wikidata.org/entity/Q19855165>,1_less_10ms,50
<http://www.wikidata.org/entity/Q155076>,1_less_10ms,26
<http://www.wikidata.org/entity/Q737498>,2_10ms_to_100ms,36587
<http://www.wikidata.org/entity/Q212198>,3_100ms_to_1s,43046
<http://www.wikidata.org/entity/Q7321974>,4_1s_to_10s,499
<http://www.wikidata.org/entity/Q28564>,5_more_10s,1879
<http://www.wikidata.org/entity/Q14350>,2_10ms_to_100ms,95431
<http://www.wikidata.org/entity/Q27671617>,5_more_10s,1
<http://www.wikidata.org/entity/Q22969563>,5_more_10s,33
<http://www.wikidata.org/entity/Q102496>,2_10ms_to_100ms,3243
<http://www.wikidata.org/entity/Q99045339>,2_10ms_to_100ms,226
<http://www.wikidata.org/entity/Q79007>,4_1s_to_10s,18101
<http://www.wikidata.org/entity/Q134556>,1_less_10ms,4902
<http://www.wikidata.org/entity/Q56428020>,4_1s_to_10s,406
<http://www.wikidata.org/entity/Q123705>,1_less_10ms,1322
<http://www.wikidata.org/entity/Q56436498>,3_100ms_to_1s,8120
<http://www.wikidata.org/entity/Q13100073>,1_less_10ms,57
<http://www.wikidata.org/entity/Q101352>,1_less_10ms,22080
<http://www.wikidata.org/entity/Q35509>,1_less_10ms,198
<http://www.wikidata.org/entity/Q133056>,4_1s_to_10s,7260
<http://www.wikidata.org/entity/Q484170>,5_more_10s,838
<http://www.wikidata.org/entity/Q121117>,1_less_10ms,71
<http://www.wikidata.org/entity/Q3918>,2_10ms_to_100ms,139641
<http://www.wikidata.org/entity/Q107103143>,2_10ms_to_100ms,695
<http://www.wikidata.org/entity/Q417841>,1_less_10ms,489
<http://www.wikidata.org/entity/Q179049>,5_more_10s,23
<http://www.wikidata.org/entity/Q2065736>,4_1s_to_10s,9531
<http://www.wikidata.org/entity/Q21191270>,4_1s_to_10s,2852
<http://www.wikidata.org/entity/Q17343829>,4_1s_to_10s,9321
<http://www.wikidata.org/entity/Q506240>,5_more_10s,546
<http://www.wikidata.org/entity/Q149566>,4_1s_to_10s,5259
<http://www.wikidata.org/entity/Q21191270>,5_more_10s,723
<http://www.wikidata.org/entity/Q169930>,4_1s_to_10s,825
<http://www.wikidata.org/entity/Q420927>,5_more_10s,1
<http://www.wikidata.org/entity/Q23038290>,4_1s_to_10s,5112
<http://www.wikidata.org/entity/Q23038290>,5_more_10s,66
<http://www.wikidata.org/entity/Q838948>,1_less_10ms,211
<http://www.wikidata.org/entity/Q1539532>,2_10ms_to_100ms,32925
<http://www.wikidata.org/entity/Q815382>,2_10ms_to_100ms,25990
<http://www.wikidata.org/entity/Q18340514>,3_100ms_to_1s,109393
<http://www.wikidata.org/entity/Q51591359>,2_10ms_to_100ms,62
<http://www.wikidata.org/entity/Q16917>,3_100ms_to_1s,18202
<http://www.wikidata.org/entity/Q46190676>,2_10ms_to_100ms,34923
<http://www.wikidata.org/entity/Q3508250>,4_1s_to_10s,98
<http://www.wikidata.org/entity/Q585956>,4_1s_to_10s,2441
<http://www.wikidata.org/entity/Q26894053>,2_10ms_to_100ms,19581
<http://www.wikidata.org/entity/Q67383935>,1_less_10ms,62
<http://www.wikidata.org/entity/Q23442>,3_100ms_to_1s,34058
<http://www.wikidata.org/entity/Q159334>,4_1s_to_10s,8884
<http://www.wikidata.org/entity/Q46686>,1_less_10ms,32
<http://www.wikidata.org/entity/Q126807>,1_less_10ms,71
<http://www.wikidata.org/entity/Q4989906>,1_less_10ms,652
<http://www.wikidata.org/entity/Q18663566>,4_1s_to_10s,2567
<http://www.wikidata.org/entity/Q11266439>,4_1s_to_10s,2774
<http://www.wikidata.org/entity/Q3508250>,1_less_10ms,22
<http://www.wikidata.org/entity/Q55850593>,4_1s_to_10s,250
<http://www.wikidata.org/entity/Q427087>,2_10ms_to_100ms,2186
<http://www.wikidata.org/entity/Q43460564>,3_100ms_to_1s,503
<http://www.wikidata.org/entity/Q11060274>,3_100ms_to_1s,16641
<http://www.wikidata.org/entity/Q20541692>,4_1s_to_10s,4087
<http://www.wikidata.org/entity/Q59199015>,3_100ms_to_1s,2647
<http://www.wikidata.org/entity/Q2341654>,1_less_10ms,9
<http://www.wikidata.org/entity/Q43460564>,5_more_10s,10
<http://www.wikidata.org/entity/Q169930>,2_10ms_to_100ms,29621
<http://www.wikidata.org/entity/Q30198>,4_1s_to_10s,1139
<http://www.wikidata.org/entity/Q18761202>,2_10ms_to_100ms,2298
<http://www.wikidata.org/entity/Q1081138>,4_1s_to_10s,6993
<http://www.wikidata.org/entity/Q126807>,4_1s_to_10s,2867
<http://www.wikidata.org/entity/Q253019>,1_less_10ms,2108
<http://www.wikidata.org/entity/Q417841>,2_10ms_to_100ms,13323
<http://www.wikidata.org/entity/Q355304>,2_10ms_to_100ms,40598
