uri,count,itemLabel
Q62109,2410,"Friedrich Karl Ludwig, Duke of Schleswig-Holstein-Sonderburg-Beck"
Q4952412,2408,Hanna Hammarström
Q48742125,2407,James John Smith
Q17413843,2406,João Domingues da Silva
Q75538061,2406,John Humphrey Stewart Davies
Q107650265,2405,John W. Jones
Q3751868,2405,Frank Martin
Q5232858,2404,David Davies
Q1373098,2404,John Hill
Q4895524,2403,Bertha Wellin
Q4987942,2402,Albertina Carlsson
Q76090196,2400,John Joseph Jones
Q21535188,2400,John Alexander Stammers Jones
Q102884506,2399,"Howard G. Jones, III"
Q3052366,2399,Adi Da
Q374688,2398,Rob Jones
Q44476230,2398,Arthur Jones
Q19975444,2398,William Williams
Q724386,2398,Birger Ljungström
Q96409798,2398,Thomas Evans
Q6242066,2398,John Jones
Q41451039,2398,John J. Smith
Q44671135,2396,John James Smith
Q5096151,2394,Chick Smith
Q78364,2394,Sigrid Onégin
Q4956145,2393,Selma Jacobsson
Q16498472,2391,Kerstin Behrendtz
Q63157423,2391,Edward Wilson Dixon
Q641581,2391,Amalia of Sweden
Q63069646,2389,Getúlio de Oliveira Cabral
Q622833,2388,Princess Margaretha of Sweden
Q4938844,2388,Jenny Berthelius
Q21509721,2387,Gertrud Dahlgren
Q4938551,2386,Ellen Bergman
Q4982702,2385,Elsa Thulin
Q2471464,2385,Gun Hägglund
Q17413822,2385,Enrique Ernesto Ruggia
Q5345593,2385,Edward Thomas Jones Wrench
Q4988365,2384,Lotten von Düben
Q1583562,2384,Hans von Rosen
Q56611801,2383,John Henry Davies
Q5082546,2383,Charles Smith
Q105882346,2383,John William Smith
Q102178454,2382,"John Jones, Jr."
Q105882371,2382,John William Smith
Q4767508,2381,Anna Stecksén
Q401527,2378,Bertil Lundman
Q87626486,2378,John W. Y. Smith
Q23991142,2378,John Arthur Eyton-Jones
Q4976473,2377,Naima Sahlbom
Q6242007,2377,John Jones
Q108752934,2377,John Victor Stewart Arlingham Davies
Q75584112,2376,John Morgan Edwardes Jones
Q73661271,2376,Russell Jarvis
Q98766530,2374,John Richard Davies
Q105882335,2374,John William Smith
Q441566,2373,"James ""Grizzly"" Adams"
Q23073567,2373,John R. Jones
Q97463995,2372,John Smith Brown
Q105882384,2372,John William Smith
Q4717250,2372,Alex Jones
Q7482,2372,Louise Hammarström
Q47467135,2372,John Jones
Q435384,2371,Elisabeth Hesselblad
Q75438225,2371,Thomas Edward Aylmer Jones
Q63156792,2371,Horace William Clarke
Q4932323,2370,Bob Dudley-Jones
Q5235478,2368,David J. Peck
Q21456432,2368,Edward Thomas Jones
Q63156520,2368,Thomas Cabry
Q55767256,2366,David James Llewelfryn Davies
Q720944,2366,"John I, Count of La Marche"
Q105882373,2366,John William Smith
Q20733506,2366,John Jones
Q6258306,2366,John Smith
Q2652425,2365,Carl Martin Norberg
Q21531848,2365,Johann Anthon Wöllwein
Q1365320,2364,Lam Jones
Q55618923,2364,William Williams
Q3442182,2363,Folke Johnson
Q46996621,2361,Robert W. Jones
Q27835138,2356,Thomas E. Jones
Q6136952,2355,James Jones
Q6242034,2355,John Jones
Q17309217,2354,John Jones
Q16730416,2354,Tom Jones
Q6790387,2354,Matthew Davies
Q75476979,2353,John Phillip William Adams
Q982287,2352,Nils Bohlin
Q7787333,2352,Thomas Baker Jones
Q17490119,2352,Maria Augusta Thomaz
Q63156033,2352,George William Blackburn
Q1394453,2351,Martin Latsis
Q5239499,2351,David Saunders-Davies
Q4564180,2350,Sven Johnson
Q18245828,2350,Rosalie Sjöman
Q66458810,2350,witchcraft investigation
Q3098456,2348,Sarah Thomasson
Q541460,2347,John Smith
Q76247307,2347,William Henry Dawes Jones
Q977938,2347,Sven Pettersson
Q19560872,2346,John George Jones
Q1385900,2346,Albert Gustaf Dahlman
Q104177163,2345,Allen John Smith
Q107182592,2345,Elizabeth Jones-Sifford
Q56180457,2344,John Meredith Lloyd Jones
Q102680375,2343,Kate Emily Hall
Q7776946,2343,The boy Jones
Q1789062,2342,Kris Ife
Q6242011,2341,John Jones
Q75354864,2341,John Henderson Jones
Q20733551,2341,John Lloyd Davies
Q5392952,2340,Ernest Davies
Q1884568,2340,Magnus Johnson
Q13544,2340,Curt Lincoln
Q5541120,2340,George John Smith
Q108268337,2338,Derek Llewellyn-Jones
Q5495596,2335,Fred Jones
Q7410,2335,Anna Sundström
Q2734782,2335,Robert Andersson
Q24206399,2335,John H. Smith
Q102956763,2334,David Arthur Smith
Q5214313,2334,W. E. D. Ross
Q3071972,2333,Hugo Johnson
Q1700585,2333,John J. Pettus
Q25933195,2332,Frida Palmér
Q2698612,2330,Gustaf Lewenhaupt
Q102165716,2329,John Allen Lewis
Q6225996,2328,John Chris Jones
Q106813680,2326,Owen Davies
Q879597,2326,Björn Collinder
Q75438856,2326,Hugh John Lane-Davies
Q3430530,2326,Karl Richter
Q2504092,2322,John Berger
Q2644655,2321,Johan Alfred Ander
Q75470563,2320,John Phillip William Adams
Q4691677,2314,Agda Östlund
Q3083032,2314,Count Flemming Valdemar of Rosenborg
Q63159428,2309,George James Bell Johnson
Q75612474,2309,John Reeder Makeig-Jones
Q7325112,2309,Richard Davies
Q24718677,2308,James William Webb-Jones
Q6044609,2308,Carl Petersén
Q6252134,2307,John Patterson Jones
Q263276,2307,Carl Wilhelm Petersén
Q4691675,2307,Agda Rössel
Q56179408,2305,Daniel John Jones
Q76041564,2304,David Robert Ward Jones
Q6232009,2304,John Evans
Q1606927,2304,Henry Johansson
Q567047,2303,Prince Johann Georg of Saxony
Q1814448,2303,John Simon Jones
Q1810917,2302,Carin Nilsson
Q6232023,2302,John Evans Brown
Q4733562,2302,Alma Johansson
Q28648530,2301,John Jones Price
Q75328844,2300,William Griffith Davies
Q4952582,2300,Berta Hansson
Q76509408,2300,Rebecca Rees-Evans
Q4946326,2299,Thérèse Elfforss
Q64685872,2299,Anne Denn Pollard
Q920087,2298,Georg Werner
Q1770551,2298,Hjördis Töpel
Q6260408,2297,John Taylor Smith
Q3439711,2297,Emily Machnow
Q13522489,2296,John Rice Jones
Q95883114,2296,Thomas Neal Therrian
Q470384,2295,Carl Wilhelm Oseen
Q64685687,2295,John Cookson Fife-Cookson
Q76032722,2295,"Sir David Hughes-Morgan, 3rd Baronet"
Q6251125,2295,Robert Zander
Q25189770,2295,Gregory Jones
Q22910229,2294,Clara Emilia Smitt
Q63159461,2293,John Wallace Livingstone Jones
Q20871860,2293,Ester Claesson
Q17413845,2293,Joaquim Alencar de Seixas
Q442186,2293,Anders Nygren
Q75539761,2292,John Parry Jones-Parry
Q4565992,2291,John Sörenson
Q75967248,2291,Edward John Jones
Q4564072,2291,Albert Andersson
Q4346031,2290,Ebba Bernadotte
Q259176,2290,Carin Göring
Q64902545,2290,John Ellis Jones
Q107537467,2289,William Smith
Q19560893,2289,John Gore Jones
Q6235116,2289,John George Davies
Q2651239,2289,Mauritz Andersson
Q4934523,2289,Gerda Ahlm
Q76221614,2288,John A. Inglis-Jones
Q221778,2288,Carl Johan Lind
Q2630572,2287,Jan Halvarsson
Q25189783,2287,Samuel Jones
Q63163470,2287,Reginald John Wallis-Jones
Q56010011,2287,Charles William Anderson
Q20733441,2287,John Herbert Jones
Q55615158,2287,John Davies
Q1065385,2286,Charles Luther
Q16089942,2285,Jack Jones
Q97189079,2284,John Davies
Q107243489,2284,William Smith
Q3425327,2284,Wivan Pettersson
Q63160954,2283,Albert Ottewell
Q3365212,2283,Erik Andersson
Q69542685,2283,John Spencer Jones
Q4944184,2283,Elma Danielsson
Q20734692,2282,William Owen Jones
Q263094,2282,Elizabeth Stride
Q4946024,2281,Selma Ek
Q3425321,2281,Gurli Ewerlund
Q4941825,2281,Emanuella Carlbeck
Q4948133,2281,Inga Fischer-Hjalmars
Q4943845,2281,Sophie Cysch
Q75981318,2281,Mary Jones
Q4564240,2280,Erik Charpentier
Q434056,2280,Anna Branting
Q1376944,2279,Karl-Erik Palmér
Q1811234,2278,Martin Hindorff
Q62529,2278,John William III of Saxe-Eisenach
Q20734491,2278,Thomas Jones Hughes
Q1340399,2278,Rune Johansson
Q107243499,2277,Charles Fraser
Q21453957,2276,Herbert St John Jones
Q75627998,2275,Alexander John Davies
Q75956848,2274,Christopher Jones
Q76308132,2274,Mary Davies Crompton
Q43169202,2274,Thomas Jones
Q63069759,2271,Odijas Carvalho de Souza
Q75814841,2271,Edward David Grant Davies
Q48856551,2271,José Roman
Q1992443,2271,Nils Erik Nilsson
Q6099541,2270,Ivor Thord-Gray
Q3038181,2270,John Langdon-Davies
Q4909626,2269,Bill Johnson
Q5273683,2269,Dickie Davies
Q105188335,2269,John Hamilton
Q56291975,2267,John Jones
Q6002013,2267,Marta Rojas
Q179081,2267,Erik Lundberg
Q5230426,2266,David Davies
Q1039226,2266,Carl Kempe
Q106725340,2266,William Francis-Williams
Q1342656,2266,Erik August Larsson
Q1036480,2265,Carl-Erik Holmberg
Q2598831,2265,Carl Holmberg
Q242344,2265,Beatrice of England
Q104833568,2265,Jack Brown (ice hockey)
Q20733492,2264,John Jones
Q351841,2264,Erik Börjesson
Q1389049,2264,Stig Wennerström
Q75280147,2264,Peter Pleydell-Bouverie
Q6219421,2263,John Armstrong Smith
Q4960573,2262,Guje Lagerwall
Q999379,2262,Georg Åberg
Q107243419,2261,John Smith
Q370075,2261,Bertil Albertsson
Q75813001,2261,John Russell Davies
Q6255146,2260,John Robert Smith
Q76177386,2260,John Charles Clifford Davies
Q1701502,2260,John R. T. Davies
Q23988353,2260,John Edward Davies
Q1806026,2260,Paul Palén
Q183479,2260,Karl Holmström
Q20732856,2259,David Lewis Jones
Q8008682,2259,William Evans
Q3815471,2258,Eva Dickson
Q75824134,2258,John Griffith Adams
Q20567243,2257,David Richard Jones
Q3307799,2257,Karolina Bock
Q1350684,2256,Erik Abrahamsson
Q7816369,2256,Tom Jones
Q338095,2255,Carl Emil Pettersson
Q1151757,2255,Andrew Davies
Q1393669,2254,John Eke
Q1581399,2254,Hans Mild
Q15920182,2254,Ivan Lönnberg
Q6224465,2254,John C. J. Taylor
Q5953141,2254,Karl Lindahl
Q2903257,2253,Bill James
Q6701700,2253,Lukas Nielsen
Q75250250,2253,Benjamin John Heywood Jones
Q55955,2253,Carl Lindhagen
Q1368882,2253,Gunnar Nilsson
Q1555412,2252,Gustaf Carlsson
Q76076801,2252,Richard William Bell Davies
Q990663,2251,Bror von Blixen-Finecke
Q1622957,2251,Vilhelm Andersson
Q6264149,2251,John William Evans
Q102382680,2251,James Thomas Jenkins
Q3435076,2251,Albert Pettersson
Q897346,2250,Set Svanholm
Q1036927,2250,Carl Axel Pettersson
Q3050681,2250,Karl-Erik Åström
Q6773235,2250,Marsden Jones
Q6225021,2249,John Campbell Smith
Q108257095,2249,Johnboy Smith
Q20804734,2249,John Young Evans
Q2419959,2249,Oswald Holmberg
Q4564197,2249,Erik Blomqvist
Q2449636,2248,John Jarlén
Q582183,2248,Lennart von Post
Q671203,2248,Herbert Lindström
Q28728702,2247,John Jones
Q2629442,2247,Per-Erik Larsson
Q107224793,2247,William Taylor
Q2476114,2246,Herbert Tingsten
Q16009969,2246,Thomas Evans
Q6238946,2246,John Henry Smith
Q1806062,2246,Edward Wennerholm
Q75315895,2245,Francesca Fisher
Q28790304,2245,John Jones
Q1840073,2245,Lars-Erik Sjöberg
Q1806048,2244,Carl-Erik Svensson
Q16012888,2244,"John Lewis Smith, Jr."
Q75799612,2244,John Thomas Smith
Q63069628,2244,Eremias Delizoicov
Q186261,2243,Gideon Sundback
Q2449603,2243,Sven Rosén
Q828227,2243,Bertil Carlsson
Q5921699,2242,Howell Davies
Q20734629,2242,William Henry Jones
Q2449683,2242,Carl Hårleman
Q5585060,2242,Gordon Davies
Q20821433,2241,John Jones
Q20733498,2241,John Jones
Q3440114,2240,Ernst Hallberg
Q5281281,2240,Disappearance of Tony Jones
Q75708669,2240,William James Bennett-Jones
Q75186092,2239,John Gordon Davies
Q4994566,2239,Georg Branting
Q6113368,2238,Jack Jones
Q3750919,2238,Francis Davies
Q16059502,2238,John Jones McGill
Q524217,2238,Jacob Bjerknes
Q1173249,2238,Dave Jones
Q75473754,2237,David Edward Hugh Davies
Q22018774,2237,John Percy Jones
Q5028145,2235,Campbell Smith
Q722287,2235,Albin Dahl
Q16658235,2235,Sydney Fenn Smith
Q6203382,2235,Axel Tallberg
Q935013,2235,Göran Malmqvist
Q14945748,2234,David Pryce-Jones
Q15972624,2234,John T. Browne
Q7349622,2233,Robert Schnakenberg
Q2652435,2233,Leonard Peterson
Q6228204,2233,John D. Jones
Q381851,2233,"John I, Duke of Brittany"
Q1675514,2233,Ivan Bodin
Q16240151,2233,Thomas Jones
Q6262795,2232,John Wallace Jones
Q28308507,2232,John Haydn Davies
Q562846,2232,Henrik Sjöberg
Q20733496,2231,John Jones
Q75530062,2231,William Robert Charles Williams-Wynne
Q655549,2231,Eric Backman
Q920380,2231,Wilhelm Petersén
Q1644551,2230,Berndt-Otto Rehbinder
Q2639648,2230,A. W. Norblad
Q54769016,2230,Graham Davies
Q3362808,2229,Eva Olliwier
Q6240268,2229,John Hugh Jones
Q1340029,2228,Ivan Möller
Q2078415,2228,Franz-Albert Schartau
Q56179545,2227,Humphrey Jones
Q20734702,2227,William Richard Jones
Q108540951,2227,John Davies
Q20748901,2227,William Lewis Davies
Q446283,2227,William Hall-Jones
Q3364857,2226,Frank Baude
Q76032848,2226,Thomas Edward Jones-Parry
Q714117,2226,Pelle Svensson
Q162847,2226,Ernst Karlberg
Q4564133,2225,Konrad Granström
Q3433243,2225,Karl-Robert Ameln
Q4726132,2225,Alice Trolle-Wachtmeister
Q3378645,2225,Lala Sjöqvist
Q98767156,2224,Herbert H. St. John Jones
Q3430504,2224,Leon Lagerlöf
Q303795,2224,Nils Middelboe
Q76369260,2223,Nigel Inglis-Jones
Q1235699,2223,Hans von Blixen-Finecke
Q76117622,2223,"Sir John Prichard-Jones, 2nd Bt."
Q6079541,2223,Gustaf Otto Rosenberg
Q722639,2223,Herbert Carlsson
Q1551603,2223,Magnus Blix
Q1773956,2223,"Willie ""The Lion"" Smith"
Q2664524,2222,Gustaf Jonsson
Q1803686,2222,May Nilsson
Q5235721,2222,David Jones
Q10625133,2222,Peter Wallenberg
Q172531,2221,Bertil Roos
Q2622114,2221,Daniel Norling
Q6210576,2221,Joe Jones
Q984500,2221,Johan August Ekman
Q8013728,2221,William Jones
Q4974163,2221,Emilie Rathou
Q4564114,2221,Åke Häger
Q4793761,2220,Hedda Andersson
Q75621605,2220,Paul John Davies-Cooke
Q1810284,2219,John Smith
Q4566749,2219,Carl Björkman
Q4981944,2219,Rosa Taikon
Q2629792,2219,Anna-Lisa Eriksson
Q1340407,2219,Erik Johansson
Q102121385,2218,Harry Clary Jones
Q43132158,2218,John Llewellyn Jones
Q1805994,2218,Carl Hellström
Q3444595,2218,Herbert Westermark
Q63159476,2218,John Butler Jones
Q16065331,2217,John H. Jones
Q24845756,2217,John Williams
Q1610369,2217,Herman Tuvesson
Q16945196,2217,William Jenkyn Jones
Q2433522,2216,Tillie Anderson
Q65031331,2215,Robert J. Smith
Q4390024,2215,Emmy Rappe
Q4983441,2215,Ida Trotzig
Q965710,2214,Otto Andersson
Q19974765,2214,"Bill Jones, Sr."
Q524781,2214,Gunnar Olsson
Q4565899,2214,Yngve Holm
Q1392532,2214,Nils Hellsten
Q2991476,2214,Arvid Holmberg
Q75549434,2213,John Llewellyn Jones
Q524574,2213,Karl Oskar Medin
Q3489416,2213,Wilhelm Arwe
Q462791,2212,Anna Charlier
Q4564187,2212,Gösta Törner
Q533628,2212,Hans Christian Jacobaeus
Q75981201,2212,John Henry Graham Col Holroyd-Smith
Q4564170,2212,Arvid Andersson-Holtman
Q490717,2212,Anders Andersson
Q75975916,2211,John Adams
Q1465230,2211,Fritiof Svensson
Q23022440,2211,John Jones
Q491355,2211,Anders Österling
Q1806042,2211,Per Nilsson
Q75616409,2211,Francis John Davies
Q65294940,2211,John Glynn-Jones
Q905812,2210,Albert Atterberg
Q75259805,2210,John Hart-Davies
Q4564052,2210,Klas Särner
Q879574,2210,Björn Borg
Q4757506,2209,Andrew John
Q2111705,2209,Nils von Kantzow
Q1623050,2209,Theodor Nauman
Q993866,2208,Bruno Söderström
Q920386,2208,Kristofer Schipper
Q107193705,2208,John Jones
Q2467400,2208,Eric Sandberg
Q1730307,2207,Karl Ansén
Q63158695,2207,William Hartree
Q1178906,2207,Bill Jones
Q15627500,2207,John Eriksson
Q349463,2207,Fritjof Hillén
Q1807174,2207,Lisa Regnell
Q518099,2207,Karl Staaf
Q63162439,2207,John Ciceri Smith
Q1806076,2207,Helge Bäckander
Q1094666,2207,Claes Egnell
Q1622387,2207,Max Gumpel
Q76080535,2207,Alexander John Bernard Jones
Q1353856,2207,Erik Gottfrid Christian Brandt
Q1385460,2206,Gustaf Adolf Boltenstern
Q1176222,2206,David R. Floyd-Jones
Q1814305,2205,Carl Gustaf Lewenhaupt
Q1036678,2205,Carl Abrahamsson
Q1274181,2205,Karl Olivecrona
Q3365301,2205,Arthur Nordenswan
Q709865,2205,Gunnar Eriksson
Q347068,2205,Gunnar Söderlindh
Q1731359,2204,Karl Gustafsson
Q85771594,2203,John Jones
Q6259367,2203,John Strand-Jones
Q1806320,2203,Lars Pettersson
Q2991504,2203,Erik Norberg
Q4065792,2203,Andrea Andreen
Q4564231,2202,Edmund Lindmark
Q349558,2202,Kjell Rosén
Q76227600,2202,John Reid Jones
Q106665625,2202,Joseph T. Jones
Q1336970,2202,Nils Rosén
Q1555719,2201,Gustav Cassel
Q75490761,2200,Rhys Thomas Edward Jones
Q637214,2200,Sven Lidman
Q2667915,2200,Karl Malmström
Q4566605,2200,Bernhard Larsson
Q956902,2199,Otto Grimlund
Q631295,2199,Erik Burman
Q3441831,2199,Per Bergman
Q3362447,2199,Mauritz Johansson
Q2651867,2199,Sven Landberg
Q704424,2198,Tore Keller
Q1351187,2198,Erik Dahlström
Q104535476,2198,William John Smith
Q2651871,2198,Gunnar Höjer
Q1894900,2197,Roland Stoltz
Q1292006,2197,Edward Dahl
Q4973971,2197,Susanna Ramel
Q563389,2197,Gustaf Johansson
Q20734510,2197,Thomas Morris Jones
Q1372544,2197,Gabriel Gustafson
Q2598855,2196,Hugo Jahnke
Q6218163,2196,John Adams
Q7945557,2196,W. G. G. Duncan Smith
Q1627389,2196,Michael Smith
Q3524987,2196,Thomas Chase Jones
Q4969619,2195,Hilda Nilsson
Q76220376,2195,John William Abel Smith
Q2652003,2195,Nils Widforss
Q887361,2195,Bo Ekelund
Q742722,2195,Erik Lindahl
Q7331494,2195,Rick Jones
Q3353111,2195,Conrad Brunkman
Q18245611,2194,Ellen Sandelin
Q2505352,2194,Sigurd Andersson
Q6230796,2194,John E. Jones
Q1374960,2194,Lars Sjösten
Q2837696,2194,Allan Carlsson
Q330757,2194,Gottfrid Billing
Q1347211,2194,Hans Holmér
Q76101797,2194,John Humphrey Edwardes Jones
Q63069641,2193,Francisco José de Oliveira
Q955968,2193,Victor Wetterström
Q2449674,2193,Karl Johan Svensson
Q107656353,2193,John W. Jones Jr.
Q1353820,2193,Erik Almlöf
Q4564092,2192,Helge Gustafsson
Q2919578,2192,Olive Fremstad
Q6242049,2192,John Jones
Q1806107,2192,Gustaf Adolf Jonsson
Q2423519,2192,August Gustafsson
Q3121037,2192,Gustaf Blomgren
Q11685385,2191,Alice Jones
Q4912974,2191,Billy McAdams
Q106813467,2191,David Griffith-Jones
Q3435057,2190,Erik Pettersson
Q5828696,2190,Gunnar Jansson
Q675258,2190,Prince Louis Charles of Prussia
Q96955680,2190,Richard Jones
Q330411,2190,Egon Svensson
Q2695220,2190,August Lindbergh
Q4564206,2190,Erik Svensén
Q442031,2190,Gunnel Vallquist
Q75659065,2190,John Carew-Jones
Q3431739,2189,Erik Boström
Q5570322,2189,Oskar Bengtsson
Q1804486,2189,Nils Granfelt
Q722373,2189,Knut Ångström
Q459762,2188,Ernst Fast
Q792260,2188,Axel Ljung
Q55452014,2188,Hew Scot
Q2561633,2188,Gustaf Weidel
Q20821240,2187,William John Williams
Q844100,2187,Arne Mellnäs
Q1341398,2187,Otto Nilsson
Q1797192,2187,Karl Lärka
Q6258267,2187,John Smith
Q1703228,2186,Kjell Sjöberg
Q15452981,2186,John Davies
Q457009,2186,Kerstin Thorvall
https://en.wikipedia.org/wiki/Donald_Trump,2186,
Q1353875,2186,Erik Carlsson
Q192651,2185,Allvar Gullstrand
Q3430522,2185,Erik Ohlsson
Q117730,2185,Erik Svensson
Q6241998,2185,John Jones
Q2063257,2185,Gustaf Kilman
Q63156275,2185,John Williams Brewer
Q104528447,2185,Susan Moore
Q76047677,2184,Alexander John Smith-Bingham
Q2144018,2184,Spencer Davis
Q940383,2184,Henrik Samuel Nyberg
Q5232854,2184,David Davies
Q3566058,2184,Karl Vilhelm Zetterstéen
Q1992397,2184,Nils Lindh
Q4563795,2184,Bengt Mohrberg
Q1806017,2184,Ture Hedman
Q63159474,2183,Hodgson Monteith Layard Jones
Q20732855,2183,David Lewis Jones
Q2630406,2183,Lennart Larsson
Q4564276,2183,Sven-Olof Jonsson
Q981662,2183,Tore Blom
Q3352975,2183,Per Bertilsson
Q4564247,2183,Fabian Biörck
Q3181332,2183,John Davies
Q268382,2183,Princess Cecilia of Sweden
Q6253409,2182,John Price Davies
Q17413882,2182,Ronaldo Mouth Queiroz
Q1536229,2182,Henry Palmé
Q968426,2182,Thor Henning
Q335879,2182,Torsten Hägerstrand
Q1806070,2182,Boo Kullberg
Q9623480,2181,Antônio dos Três Reis Oliveira
Q4564143,2181,Curt Sjöberg
Q956032,2181,Carl August Kronlund
Q943410,2181,Rolf Blomberg
Q4573835,2180,Sven Salén
Q20732885,2180,David Richard Davies
Q1806038,2180,Yngve Stiernspetz
Q2706401,2180,Abraham Langlet
Q45300938,2179,John Albert Jones
Q105285024,2179,Robert Trevor-Jones
Q1699768,2178,John Davies
Q7791379,2178,Thomas Jones
Q777233,2178,Ture Person
Q1336279,2178,Torsten Lindberg
Q75547911,2178,William John Woodman-Smith
Q966670,2178,Charles Lomberg
Q75873131,2178,Adam William George Dixon-Smith
Q6226534,2178,John Coffin Jones
Q64495,2178,"John George II, Duke of Saxe-Eisenach"
Q7408174,2178,Sam Smith
Q6284400,2178,Joseph John Davies
Q1305846,2178,Einar Halling-Johansson
Q1388971,2177,Göte Turesson
Q325094,2177,Hans Leygraf
Q2467071,2177,Harald Wallin
Q1872750,2176,Åke Borg
Q6264355,2176,John Williams
Q60760756,2175,Bill Jones
Q1806030,2175,Claes Wersäll
Q676253,2175,Tore Eriksson
Q1806023,2175,Benkt Norelius
Q372612,2175,Elsa Grave
Q3441637,2175,Percy Almstedt
Q5761081,2175,Lars Glasser
Q6113370,2175,Jack Jones
Q2906029,2175,Blanche of Brittany
Q817221,2174,Bengt Eriksson
Q4976177,2174,Hannah Ryggen
Q20821168,2174,John Mather Jones
Q4352309,2174,Carl-Erik Ohlson
Q861720,2174,Johan Nyström
Q2424196,2174,Adolf Bergman
Q368377,2174,Albert Levan
Q938981,2174,Erik Lindén
Q94282830,2173,John Fleming
Q2340465,2173,Stig Bergling
Q2598873,2173,Sven Forssman
Q6242026,2173,John Jones
Q200825,2173,Nils-Joel Englund
Q2485846,2173,Carl Bertilsson
Q185743,2173,Ann Mari Falk
Q932630,2173,Harald Julin
Q2651889,2172,Birger Sörvik
Q16007648,2172,William Jones
Q76344194,2172,Richard Thomas Jones
Q4567189,2172,Nils Silfverskiöld
